"MUNICIPIO","DESCRICAO","REGIAO"
"5000252","ALCINOPOLIS",""
"5000609","AMAMBAI","368"
"5000708","ANASTACIO","342"
"5000807","ANAURILANDIA","367"
"5000856","ANGELICA","368"
"5000906","ANTONIO JOAO","341"
"5001003","APARECIDA DO TABOADO","340"
"5001102","AQUIDAUANA","338"
"5001243","ARAL MOREIRA","344"
"5001508","BANDEIRANTES","342"
"5001904","BATAGUASSU","367"
"5002001","BATAIPORA","367"
"5002100","BELA VISTA","341"
"5002159","BODOQUENA","341"
"5002209","BONITO","341"
"5002308","BRASILANDIA","343"
"5002407","CAARAPO","344"
"5002605","CAMAPUA","339"
"5002704","CAMPO GRANDE","342"
"5002803","CARACOL","341"
"5002902","CASSILANDIA","340"
"5002951","CHAPADAO DO SUL","340"
"5003108","CORGUINHO","342"
"5003157","CORONEL SAPUCAIA","368"
"5003207","CORUMBA","338"
"5003256","COSTA RICA","340"
"5003306","COXIM","339"
"5003454","DEODAPOLIS","368"
"5003488","DOIS IRMAOS DO BURITI","342"
"5003504","DOURADINA","344"
"5003702","DOURADOS","344"
"5003751","ELDORADO","368"
"5003801","FATIMA DO SUL","344"
"5004007","GLORIA DE DOURADOS","368"
"5004106","GUIA LOPES DA LAGUNA","341"
"5004304","IGUATEMI","368"
"5004403","INOCENCIA","340"
"5004502","ITAPORA","344"
"5004601","ITAQUIRAI","368"
"5004700","IVINHEMA","368"
"5004809","JAPORA",""
"5004908","JARAGUARI","342"
"5005004","JARDIM","341"
"5005103","JATEI","368"
"5005152","JUTI","344"
"5005202","LADARIO","338"
"5005251","LAGUNA CARAPA",""
"5005400","MARACAJU","344"
"5005608","MIRANDA","338"
"5005681","MUNDO NOVO","368"
"5005707","NAVIRAI","368"
"5005806","NIOAQUE","341"
"5006002","NOVA ALVORADA DO SUL",""
"5006200","NOVA ANDRADINA","367"
"5006259","NOVO HORIZONTE DO SUL",""
"5006309","PARANAIBA","340"
"5006358","PARANHOS","368"
"5006408","PEDRO GOMES","339"
"5006606","PONTA PORA","344"
"5006903","PORTO MURTINHO","338"
"5007109","RIBAS DO RIO PARDO","343"
"5007208","RIO BRILHANTE","344"
"5007307","RIO NEGRO","342"
"5007406","RIO VERDE DE MATO GROSSO","339"
"5007505","ROCHEDO","342"
"5007554","SANTA RITA DO PARDO","343"
"5007695","SAO GABRIEL DO OESTE","339"
"5007703","SETE QUEDAS","368"
"5007802","SELVIRIA","340"
"5007901","SIDROLANDIA","344"
"5007935","SONORA","339"
"5007950","TACURU","368"
"5007976","TAQUARUSSU","367"
"5008008","TERENOS","342"
"5008305","TRES LAGOAS","343"
"5008404","VICENTINA","344"
"5100000","MATO GROSSO - IGNORADO",""
"5100102","ACORIZAL","335"
"5100201","AGUA BOA","364"
"5100250","ALTA FLORESTA","332"
"5100300","ALTO ARAGUAIA","336"
"5100359","ALTO BOA VISTA",""
"5100409","ALTO GARCAS","336"
"5100508","ALTO PARAGUAI","334"
"5100607","ALTO TAQUARI","336"
"5100805","APIACAS","332"
"5101001","ARAGUAIANA","364"
"5101209","ARAGUAINHA","337"
"5101258","ARAPUTANGA","365"
"5101308","ARENAPOLIS","334"
"5101407","ARIPUANA","332"
"5101605","BARAO DE MELGACO","366"
"5101704","BARRA DO BUGRES","365"
"5101803","BARRA DO GARCAS","364"
"5101902","BRASNORTE","363"
"5102504","CACERES","366"
"5102603","CAMPINAPOLIS","364"
"5102637","CAMPO NOVO DO PARECIS","363"
"5102678","CAMPO VERDE","336"
"5102694","CANABRAVA DO NORTE",""
"5102702","CANARANA","364"
"5102850","CASTANHEIRA","332"
"5103007","CHAPADA DOS GUIMARAES","335"
"5103056","CLAUDIA","332"
"5103106","COCALINHO","364"
"5103205","COLIDER","332"
"5103304","COMODORO","363"
"5103353","CONFRESA",""
"5103379","COTRIGUACU",""
"5103403","CUIABA","335"
"5103452","DENISE","365"
"5103502","DIAMANTINO","363"
"5103601","DOM AQUINO","336"
"5103809","FIGUEIROPOLIS D'OESTE","365"
"5103908","GENERAL CARNEIRO","337"
"5103957","GLORIA D'OESTE",""
"5104104","GUARANTA DO NORTE","332"
"5104203","GUIRATINGA","337"
"5104500","INDIAVAI","365"
"5104559","ITAUBA","332"
"5104609","ITIQUIRA","336"
"5104807","JACIARA","336"
"5104906","JANGADA","335"
"5105002","JAURU","365"
"5105101","JUARA","332"
"5105150","JUINA","332"
"5105176","JURUENA","332"
"5105200","JUSCIMEIRA","336"
"5105234","LAMBARI D'OESTE",""
"5105259","LUCAS DO RIO VERDE","363"
"5105309","LUCIARA","362"
"5105507","VILA BELA DA SANTISSIMA TRINDADE","333"
"5105580","MARCELANDIA","332"
"5105606","MATUPA","332"
"5105622","MIRASSOL D'OESTE","365"
"5105903","NOBRES","363"
"5106000","NORTELANDIA","334"
"5106109","NOSSA SENHORA DO LIVRAMENTO","335"
"5106158","NOVA BANDEIRANTES",""
"5106208","NOVA BRASILANDIA","364"
"5106216","NOVA CANAA DO NORTE","332"
"5106224","NOVA MUTUM","363"
"5106232","NOVA OLIMPIA","365"
"5106257","NOVA XAVANTINA","364"
"5106273","NOVO HORIZONTE DO NORTE","332"
"5106281","NOVO SAO JOAQUIM","364"
"5106299","PARANAITA","332"
"5106307","PARANATINGA","364"
"5106372","PEDRA PRETA","336"
"5106422","PEIXOTO DE AZEVEDO","332"
"5106455","PLANALTO DA SERRA",""
"5106505","POCONE","366"
"5106653","PONTAL DO ARAGUAIA",""
"5106703","PONTE BRANCA","337"
"5106752","PONTES E LACERDA","333"
"5106778","PORTO ALEGRE DO NORTE","362"
"5106802","PORTO DOS GAUCHOS","332"
"5106828","PORTO ESPERIDIAO","365"
"5106851","PORTO ESTRELA",""
"5107008","POXOREO","337"
"5107040","PRIMAVERA DO LESTE","364"
"5107065","QUERENCIA",""
"5107107","SAO JOSE DOS QUATRO MARCOS","365"
"5107156","RESERVA DO CABACAL","365"
"5107180","RIBEIRAO CASCALHEIRA","364"
"5107198","RIBEIRAOZINHO",""
"5107206","RIO BRANCO","365"
"5107248","SANTA CARMEM",""
"5107263","SANTO AFONSO",""
"5107297","SAO JOSE DO POVO",""
"5107305","SAO JOSE DO RIO CLARO","332"
"5107354","SAO JOSE DO XINGU",""
"5107404","SAO PEDRO DA CIPA",""
"5107602","RONDONOPOLIS","336"
"5107701","ROSARIO OESTE","335"
"5107750","SALTO DO CEU","365"
"5107776","SANTA TEREZINHA","362"
"5107800","SANTO ANTONIO DO LEVERGER","335"
"5107859","SAO FELIX DO ARAGUAIA","362"
"5107909","SINOP","332"
"5107925","SORRISO","363"
"5107941","TABAPORA",""
"5107958","TANGARA DA SERRA","365"
"5108006","TAPURAH","363"
"5108055","TERRA NOVA DO NORTE","332"
"5108105","TESOURO","337"
"5108204","TORIXOREU","337"
"5108402","VARZEA GRANDE","335"
"5108501","VERA","332"
"5108600","VILA RICA","362"
"5108808","NOVA GUARITA",""
"5108857","NOVA MARILANDIA",""
"5108907","NOVA MARINGA",""
"5108956","NOVA MONTE VERDE",""
"5200000","GOIAS - IGNORADO",""
"5200100","ABADIANIA","355"
"5200134","ACREUNA","357"
"5200159","ADELANDIA","354"
"5200175","AGUA FRIA DE GOIAS","355"
"5200209","AGUA LIMPA","358"
"5200308","ALEXANIA","355"
"5200407","ALMAS (TRANSF P/TOCANTINS)",""
"5200506","ALOANDIA","360"
"5200555","ALTO HORIZONTE",""
"5200605","ALTO PARAISO DE GOIAS","351"
"5200704","ALVORADA (TRANSF P/ TOCANTINS)",""
"5200803","ALVORADA DO NORTE","352"
"5200852","AMERICANO DO BRASIL","354"
"5200902","AMORINOPOLIS","354"
"5201009","ANANAS (TRANSF.PARA TOCANTINS)",""
"5201108","ANAPOLIS","354"
"5201207","ANHANGUERA","359"
"5201306","ANICUNS","354"
"5201405","APARECIDA DE GOIANIA","358"
"5201454","APARECIDA DO RIO DOCE",""
"5201504","APORE","357"
"5201603","ARACU","354"
"5201702","ARAGARCAS","356"
"5201801","ARAGOIANIA","358"
"5201900","ARAGUACEMA(TRANSF.PARA TOCANTINS)",""
"5202007","ARAGUACU(TRANSF.PARA TOCANTINS)",""
"5202106","ARAGUAINA(TRANSF.PARA TOCANTINS)",""
"5202155","ARAGUAPAZ","353"
"5202205","ARAGUATINS(TRANSF.PARA TOCANTINS)",""
"5202304","ARAPOEMA(TRANSF.PARA TOCANTINS)",""
"5202353","ARENOPOLIS","356"
"5202403","ARRAIAS(TRANSF.PARA TOCANTINS)",""
"5202502","ARUANA","353"
"5202551","AUGUSTINOPOLIS(TRANSF.P/TOCANTINS",""
"5202601","AURILANDIA","354"
"5202700","AURORA DO NORTE(TRANSF. P/TOCANTINS)",""
"5202809","AVELINOPOLIS","354"
"5202908","AXIXA DO GOIAS (TRANSF.P/TOCANTINS)",""
"5203005","BABACULANDIA(TRANSF.P/TOCANTINS)",""
"5203104","BALIZA","356"
"5203203","BARRO ALTO","354"
"5203302","BELA VISTA DE GOIAS","358"
"5203401","BOM JARDIM DE GOIAS","356"
"5203500","BOM JESUS DE GOIAS","360"
"5203559","BONFINOPOLIS","359"
"5203609","BRAZABRANTES","354"
"5203708","BREJINHO DE NAZARE(TR.P/TOCANTINS",""
"5203807","BRITANIA","353"
"5203906","BURITI ALEGRE","360"
"5203939","BURITI DE GOIAS",""
"5203962","BURITINOPOLIS",""
"5204003","CABECEIRAS","355"
"5204102","CACHOEIRA ALTA","360"
"5204201","CACHOEIRA DE GOIAS","354"
"5204250","CACHOEIRA DOURADA","360"
"5204300","CACU","360"
"5204409","CAIAPONIA","356"
"5204508","CALDAS NOVAS","358"
"5204557","CALDAZINHA",""
"5204607","CAMPESTRE DE GOIAS","354"
"5204656","CAMPINACU","350"
"5204706","CAMPINORTE","350"
"5204805","CAMPO ALEGRE DE GOIAS","359"
"5204904","CAMPOS BELOS","351"
"5204953","CAMPOS VERDES","350"
"5205000","CARMO DO RIO VERDE","354"
"5205059","CASTELANDIA",""
"5205109","CATALAO","359"
"5205208","CATURAI","354"
"5205307","CAVALCANTE","351"
"5205406","CERES","354"
"5205455","CEZARINA","358"
"5205471","CHAPADAO DO CEU",""
"5205497","CIDADE OCIDENTAL",""
"5205505","COLINAS DO TOCANTINS(TR.TOCANTINS",""
"5205513","COCALZINHO DE GOIAS",""
"5205521","COLINAS DO SUL","351"
"5205604","CONCEICAO DO NORTE(TRANS.P/TOCANTINS)",""
"5205703","CORREGO DO OURO","354"
"5205802","CORUMBA DE GOIAS","355"
"5205901","CORUMBAIBA","359"
"5206008","COUTO DE MAGALHAES(TRAN.P/TOCANTINS)",""
"5206107","CRISTALANDIA (TRANSF. P/TOCANTINS)",""
"5206206","CRISTALINA","355"
"5206305","CRISTIANOPOLIS","358"
"5206404","CRIXAS","350"
"5206503","CROMINIA","358"
"5206602","CUMARI","359"
"5206701","DAMIANOPOLIS","352"
"5206800","DAMOLANDIA","354"
"5206909","DAVINOPOLIS","359"
"5207006","DIANOPOLIS (TRANSF. P/TOCANTINS)",""
"5207105","DIORAMA","356"
"5207204","DOIS IRMAOS (TRANSF. P/TOCANTIS)",""
"5207253","DOVERLANDIA","356"
"5207303","DUERE (TRANSF. P/ TOCANTINS)",""
"5207352","EDEALINA","358"
"5207402","EDEIA","358"
"5207501","ESTRELA DO NORTE","350"
"5207535","FAINA","353"
"5207550","FATIMA (TRANSF. P/TOCANTINS)",""
"5207600","FAZENDA NOVA","354"
"5207659","FIGUEIROPOLIS (TRANSF. P/TOCANTINS)",""
"5207709","FILADELFIA (TRANSF. P/TOCANTINS)",""
"5207808","FIRMINOPOLIS","354"
"5207907","FLORES DE GOIAS","352"
"5208004","FORMOSA","355"
"5208103","FORMOSO","350"
"5208202","FORMOSO DO ARAGUAIA (TRANSF./P TOC)",""
"5208301","DIVINOPOLIS DE GOIAS","352"
"5208400","GOIANAPOLIS","354"
"5208509","GOIANDIRA","359"
"5208608","GOIANESIA","354"
"5208707","GOIANIA","354"
"5208806","GOIANIRA","354"
"5208905","GOIAS","353"
"5209002","GOIATINS (TRANSF. P/TOCANTINS)",""
"5209101","GOIATUBA","360"
"5209150","GOUVELANDIA","360"
"5209200","GUAPO","358"
"5209291","GUARAITA",""
"5209309","GUARAI (TRANSF. P/TOCANTINS)",""
"5209408","GUARANI DE GOIAS","352"
"5209457","GUARINOS","350"
"5209507","GURUPI (TRANSF. P/TOCANTINS)",""
"5209606","HEITORAI","354"
"5209705","HIDROLANDIA","358"
"5209804","HIDROLINA","354"
"5209903","IACIARA","352"
"5209937","INACIOLANDIA",""
"5209952","INDIARA","357"
"5210000","INHUMAS","354"
"5210109","IPAMERI","359"
"5210208","IPORA","354"
"5210307","ISRAELANDIA","354"
"5210406","ITABERAI","354"
"5210505","ITACAJA (TRANSF. P/TOCANTINS)",""
"5210562","ITAGUARI","354"
"5210604","ITAGUARU","354"
"5210703","ITAGUATINS (TRANSF. P/TOCANTINS)",""
"5210802","ITAJA","360"
"5210901","ITAPACI","354"
"5211008","ITAPIRAPUA","353"
"5211107","ITAPORA DE GOIAS (TRANSF. P/TOCANTINS)",""
"5211206","ITAPURANGA","354"
"5211305","ITARUMA","360"
"5211404","ITAUCU","354"
"5211503","ITUMBIARA","360"
"5211602","IVOLANDIA","354"
"5211701","JANDAIA","357"
"5211800","JARAGUA","354"
"5211909","JATAI","357"
"5212006","JAUPACI","354"
"5212055","JESUPOLIS",""
"5212105","JOVIANIA","360"
"5212204","JUSSARA","353"
"5212303","LEOPOLDO DE BULHOES","359"
"5212402","LIZARDA (TRANSF. P/TOCANTINS)",""
"5212501","LUZIANIA","355"
"5212600","MAIRIPOTABA","358"
"5212709","MAMBAI","352"
"5212808","MARA ROSA","350"
"5212907","MARZAGAO","358"
"5212956","MATRINCHA","353"
"5213004","MAURILANDIA","360"
"5213053","MIMOSO DE GOIAS","355"
"5213087","MINACU","350"
"5213103","MINEIROS","356"
"5213202","MIRACEMA DO NORTE (TRANS.P/TOCANTINS)",""
"5213301","MIRANORTE (TRANSF. P/TOCANTINS)",""
"5213400","MOIPORA","354"
"5213509","MONTE ALEGRE DE GOIAS","351"
"5213608","MONTE DO CARMO (TRANSF. P/TOCANTINS)",""
"5213707","MONTES CLAROS DE GOIAS","356"
"5213756","MONTIVIDIU","357"
"5213772","MONTIVIDIU DO NORTE",""
"5213806","MORRINHOS","360"
"5213855","MORRO AGUDO DE GOIAS","354"
"5213905","MOSSAMEDES","354"
"5214002","MOZARLANDIA","353"
"5214051","MUNDO NOVO","350"
"5214101","MUTUNOPOLIS","350"
"5214200","NATIVIDADE (TRANSF. P/TOCANTINS)",""
"5214309","NAZARE (TRANSF. P/TOCANTINS)",""
"5214408","NAZARIO","354"
"5214507","NEROPOLIS","354"
"5214606","NIQUELANDIA","351"
"5214705","NOVA AMERICA","354"
"5214804","NOVA AURORA","359"
"5214838","NOVA CRIXAS","350"
"5214861","NOVA GLORIA","354"
"5214879","NOVA IGUACU DE GOIAS",""
"5214887","NOVA OLINDA (TRANSF. P/TOCANTINS)",""
"5214903","NOVA ROMA","351"
"5215009","NOVA VENEZA","354"
"5215108","NOVO ACORDO (TRANSF. P/TOCANTINS)",""
"5215207","NOVO BRASIL","354"
"5215256","NOVO PLANALTO","350"
"5215306","ORIZONA","359"
"5215405","OURO VERDE DE GOIAS","354"
"5215504","OUVIDOR","359"
"5215603","PADRE BERNARDO","355"
"5215652","PALESTINA DE GOIAS","356"
"5215702","PALMEIRAS DE GOIAS","358"
"5215751","PALMEIROPOLIS (TRANSF.P/TOCANTINS)",""
"5215801","PALMELO","359"
"5215900","PALMINOPOLIS","357"
"5216007","PANAMA","360"
"5216106","PARAISO DO NORTE DE GOIAS(TRANS.P/TO)",""
"5216205","PARANA (TRANSF. P/TOCANTINS)",""
"5216304","PARANAIGUARA","360"
"5216403","PARAUNA","357"
"5216452","PEROLANDIA",""
"5216502","PEDRO AFONSO (TRANSF. P/TOCANTINS)",""
"5216601","PEIXE (TRANSF. P/TOCANTINS)",""
"5216700","COLMEIA (TRANSF. P/TOCANTINS)",""
"5216809","PETROLINA DE GOIAS","354"
"5216908","PILAR DE GOIAS","350"
"5217005","PINDORAMA DE GOIAS (TRANS.P/TOCANTINS)",""
"5217104","PIRACANJUBA","358"
"5217203","PIRANHAS","356"
"5217302","PIRENOPOLIS","355"
"5217401","PIRES DO RIO","359"
"5217500","PIUM (TRANSF. P/TOCANTINS)",""
"5217609","PLANALTINA","355"
"5217708","PONTALINA","358"
"5217807","PONTE ALTA DO BOM JESUS(TRANSF.P/TO)",""
"5217906","PONTE ALTA DO NORTE (TRANSF. P/TO)",""
"5218003","PORANGATU","350"
"5218102","PORTELANDIA","356"
"5218201","PORTO NACIONAL (TRANSF. P/TOCANTINS)",""
"5218300","POSSE","352"
"5218391","PROFESSOR JAMIL",""
"5218409","PRESIDENTE KENNEDY(TRANS.P/TOCANTINS)",""
"5218508","QUIRINOPOLIS","360"
"5218607","RIALMA","354"
"5218706","RIANAPOLIS","354"
"5218755","RIO SONO (TRANSF. P/TOCANTINS)",""
"5218789","RIO QUENTE","358"
"5218805","RIO VERDE","357"
"5218904","RUBIATABA","354"
"5219001","SANCLERLANDIA","354"
"5219100","SANTA BARBARA DE GOIAS","354"
"5219209","SANTA CRUZ DE GOIAS","358"
"5219258","SANTA FE DE GOIAS","353"
"5219308","SANTA HELENA DE GOIAS","360"
"5219357","SANTA ISABEL","354"
"5219407","SANTA RITA DO ARAGUAIA","356"
"5219506","SANTA ROSA DE GOIAS","354"
"5219605","SANTA TEREZA DE GOIAS","350"
"5219704","SANTA TEREZINHA DE GOIAS","350"
"5219712","SANTO ANTONIO DA BARRA",""
"5219738","SANTO ANTONIO DE GOIAS",""
"5219753","SANTO ANTONIO DO DESCOBERTO","355"
"5219803","SAO DOMINGOS","352"
"5219902","SAO FRANCISCO DE GOIAS","354"
"5220009","SAO JOAO D'ALIANCA","351"
"5220058","SAO JOAO DA PARAUNA","357"
"5220108","SAO LUIS DE MONTES BELOS","354"
"5220157","SAO LUIZ DO NORTE","354"
"5220207","SAO MIGUEL DO ARAGUAIA","350"
"5220264","SAO MIGUEL DO PASSA QUATRO","359"
"5220306","SAO SEBASTIAO DO TOCANTINS(TRANS.P/TO)",""
"5220405","SAO SIMAO","360"
"5220454","SENADOR CANEDO","354"
"5220504","SERRANOPOLIS","357"
"5220603","SILVANIA","359"
"5220652","SILVANOPOLIS (TRANSF. P/TOCANTINS)",""
"5220686","SIMOLANDIA","352"
"5220702","SITIO D'ABADIA","352"
"5220801","SITIO NOVO DE GOIAS (TRANS.P/TOCANTINS)",""
"5220900","TAGUATINGA (TRANSF. P/TOCANTINS)",""
"5221007","TAQUARAL DE GOIAS","354"
"5221080","TERESINA DE GOIAS","351"
"5221106","TOCANTINIA (TRANSF. P/TOCANTINS)",""
"5221197","TEREZOPOLIS DE GOIAS",""
"5221205","TOCANTINOPOLIS (TRANSF. P/TOCANTINS)",""
"5221304","TRES RANCHOS","359"
"5221403","TRINDADE","354"
"5221452","TROMBAS","350"
"5221502","TURVANIA","354"
"5221551","TURVELANDIA","357"
"5221577","UIRAPURU",""
"5221601","URUACU","350"
"5221700","URUANA","354"
"5221809","URUTAI","359"
"5221908","VARJAO","358"
"5222005","VIANOPOLIS","359"
"5222054","VICENTINOPOLIS","358"
"5222088","WANDERLANDIA (TRANSF. P/TOCANTINS)",""
"5222104","XAMBIOA (TRANSF. P/TOCANTINS)",""
"5222203","VILA BOA",""
"5300108","BRASILIA","361"
"5301007","DF-PLANO PILOTO (INCLUI ASAS E LAGO)","361"
"5302005","DF-NUCLEO BANDEIRANTE","361"
"5303003","DF-GUARA","361"
"5304001","DF-GAMA","361"
"5305008","DF-TAGUATINGA","361"
"5306006","DF-CEILANDIA","361"
"5307004","DF-BRAZLANDIA","361"
"5308002","DF-SOBRADINHO","361"
"5309000","DF-PLANALTINA","361"
"5310008","DF-PARANOA","361"
"5311006","DF-JARDIM","361"
"5312004","DF-ASA SUL (INCLUI LAGO SUL)","361"
"5313002","DF-ASA NORTE (INCLUI LAGO NORTE)","361"
"5314000","DF-CRUZEIRO","361"
"5315007","DF-SAMAMBAIA","361"
"5316005","DF-AGROVILA S. SEBASTIAO","361"
"5317003","DF-SANTA MARIA","361"
"5318001","DF-RECANTO DAS EMAS","361"
"1100379","ALTO ALEGRE DOS PARECIS",""
"1100452","BURITIS",""
"1100924","CHUPINGUAIA",""
"1100940","CUJUBIM",""
"1101435","NOVA UNIAO",""
"1101450","PARECIS",""
"1101468","PIMENTEIRAS DO OESTE",""
"1101476","PRIMAVERA DE RONDONIA",""
"1101484","SAO FELIPE D'OESTE",""
"1101492","SAO FRANCISCO DO GUAPORE",""
"1101559","TEIXEIROPOLIS",""
"1101757","VALE DO ANARI",""
"1400027","AMAJARI",""
"1400175","CANTA",""
"1400233","CAROEBE",""
"1400282","IRACEMA",""
"1400456","PACARAIMA",""
"1400472","RORAINOPOLIS",""
"1400704","UIRAMUTA",""
"1500859","ANAPU",""
"1501253","BANNACH",""
"1501451","BELTERRA",""
"1501956","CACHOEIRA DO PIRIA",""
"1502152","CANAA DOS CARAJAS",""
"1502855","CURUA",""
"1503044","FLORESTA DO ARAGUAIA",""
"1504422","MARITUBA",""
"1504976","NOVA IPIXUNA",""
"1505635","PICARRA",""
"1505650","PLACAS",""
"1506112","QUATIPURU",""
"1507466","SAO JOAO DA PONTA",""
"1507755","SAPUCAIA",""
"1508035","TRACUATEUA",""
"1600808","VITORIA DO JARI",""
"1700301","AGUIARNOPOLIS",""
"1703057","BANDEIRANTES DO TOCANTINS",""
"1703073","BARRA DO OURO",""
"1704600","CHAPADA DE AREIA",""
"1705102","CHAPADA DA NATIVIDADE",""
"1706258","CRIXAS DO TOCANTINS",""
"1709807","IPUEIRAS",""
"1712157","LAVANDEIRA",""
"1712454","LUZINOPOLIS",""
"1713700","MONTE SANTO DO TOCANTINS",""
"1715507","OLIVEIRA DE FATIMA",""
"1718451","PUGMIL",""
"1718899","SANTA RITA DO TOCANTINS",""
"1720002","SANTA TEREZINHA DO TOCANTINS",""
"1720978","TALISMA",""
"1721257","TUPIRAMA",""
"2100154","AGUA DOCE DO MARANHAO",""
"2100436","ALTO ALEGRE DO MARANHAO",""
"2100477","ALTO ALEGRE DO PINDARE",""
"2100550","AMAPA DO MARANHAO",""
"2100832","APICUM-ACU",""
"2100873","ARAGUANA",""
"2101251","BACABEIRA",""
"2101350","BACURITUBA",""
"2101731","BELAGUA",""
"2101772","BELA VISTA DO MARANHAO",""
"2101939","BERNARDO DO MEARIM",""
"2101970","BOA VISTA DO GURUPI",""
"2102036","BOM JESUS DAS SELVAS",""
"2102077","BOM LUGAR",""
"2102150","BREJO DE AREIA",""
"2102325","BURITICUPU",""
"2102358","BURITIRANA",""
"2102374","CACHOEIRA GRANDE",""
"2102556","CAMPESTRE DO MARANHAO",""
"2102754","CAPINZAL DO NORTE",""
"2103125","CENTRAL DO MARANHAO",""
"2103158","CENTRO DO GUILHERME",""
"2103174","CENTRO NOVO DO MARANHAO",""
"2103257","CIDELANDIA",""
"2103554","CONCEICAO DO LAGO-ACU",""
"2103752","DAVINOPOLIS",""
"2104073","FEIRA NOVA DO MARANHAO",""
"2104081","FERNANDO FALCAO",""
"2104099","FORMOSA DA SERRA NEGRA",""
"2104552","GOVERNADOR EDISON LOBAO",""
"2104628","GOVERNADOR LUIZ ROCHA",""
"2104651","GOVERNADOR NEWTON BELLO",""
"2104677","GOVERNADOR NUNES FREIRE",""
"2105153","IGARAPE DO MEIO",""
"2105351","ITAIPAVA DO GRAJAU",""
"2105427","ITINGA DO MARANHAO",""
"2105450","JATOBA",""
"2105476","JENIPAPO DOS VIEIRAS",""
"2105658","JUNCO DO MARANHAO",""
"2105922","LAGOA DO MATO",""
"2105948","LAGO DOS RODRIGUES",""
"2105963","LAGOA GRANDE DO MARANHAO",""
"2105989","LAJEADO NOVO",""
"2106326","MARACACUME",""
"2106359","MARAJA DO SENA",""
"2106375","MARANHAOZINHO",""
"2106631","MATOES DO NORTE",""
"2106672","MILAGRES DO MARANHAO",""
"2107258","NOVA COLINAS",""
"2107357","NOVA OLINDA DO MARANHAO",""
"2107456","OLINDA NOVA DO MARANHAO",""
"2108058","PAULINO NEVES",""
"2108256","PEDRO DO ROSARIO",""
"2108454","PERITORO",""
"2109056","PORTO RICO DO MARANHAO",""
"2109239","PRESIDENTE MEDICI",""
"2109270","PRESIDENTE SARNEY",""
"2109452","RAPOSA",""
"2109551","RIBAMAR FIQUENE",""
"2109759","SANTA FILOMENA DO MARANHAO",""
"2110237","SANTANA DO MARANHAO",""
"2110278","SANTO AMARO DO MARANHAO",""
"2110658","SAO DOMINGOS DO AZEITAO",""
"2110856","SAO FRANCISCO DO BREJAO",""
"2111029","SAO JOAO DO CARU",""
"2111052","SAO JOAO DO PARAISO",""
"2111078","SAO JOAO DO SOTER",""
"2111250","SAO JOSE DOS BASILIOS",""
"2111532","SAO PEDRO DA AGUA BRANCA",""
"2111573","SAO PEDRO DOS CRENTES",""
"2111631","SAO RAIMUNDO DO DOCA BEZERRA",""
"2111672","SAO ROBERTO",""
"2111722","SATUBINHA",""
"2111748","SENADOR ALEXANDRE COSTA",""
"2111763","SENADOR LA ROCQUE",""
"2111789","SERRANO DO MARANHAO",""
"2111953","SUCUPIRA DO RIACHAO",""
"2112233","TRIZIDELA DO VALE",""
"2112274","TUFILANDIA",""
"2112456","TURILANDIA",""
"2112852","VILA NOVA DOS MARTIRIOS",""
"2200053","ACAUA",""
"2200459","ALVORADA DO GURGUEIA",""
"2201051","ASSUNCAO DO PIAUI",""
"2201176","BARRA D'ALCANTARA",""
"2201556","BELA VISTA DO PIAUI",""
"2201572","BELEM DO PIAUI",""
"2201739","BETANIA DO PIAUI",""
"2201770","BOA HORA",""
"2201945","BOQUEIRAO DO PIAUI",""
"2201988","BREJO DO PIAUI",""
"2202075","CAJAZEIRAS DO PIAUI",""
"2202083","CAJUEIRO DA PRAIA",""
"2202117","CAMPO ALEGRE DO FIDALGO",""
"2202133","CAMPO GRANDE DO PIAUI",""
"2202174","CAMPO LARGO DO PIAUI",""
"2202455","CAPITAO GERVASIO OLIVEIRA",""
"2202539","CARAUBAS DO PIAUI",""
"2202554","CARIDADE DO PIAUI",""
"2202653","CAXINGO",""
"2202711","COCAL DE TELHA",""
"2202729","COCAL DOS ALVES",""
"2203230","CURRAIS",""
"2203255","CURRALINHOS",""
"2203271","CURRAL NOVO DO PIAUI",""
"2203859","FLORESTA DO PIAUI",""
"2204154","FRANCISCO MACEDO",""
"2204352","GEMINIANO",""
"2204550","GUARIBAS",""
"2204659","ILHA GRANDE",""
"2205276","JATOBA DO PIAUI",""
"2205359","JOAO COSTA",""
"2205458","JOCA MARQUES",""
"2205516","JUAZEIRO DO PIAUI",""
"2205524","JULIO BORGES",""
"2205532","JUREMA",""
"2205540","LAGOINHA DO PIAUI",""
"2205573","LAGOA DE SAO FRANCISCO",""
"2205581","LAGOA DO PIAUI",""
"2205599","LAGOA DO SITIO",""
"2205854","MADEIRO",""
"2206050","MASSAPE DO PIAUI",""
"2206357","MILTON BRANDAO",""
"2206654","MORRO CABECA NO TEMPO",""
"2206670","MORRO DO CHAPEU DO PIAUI",""
"2206696","MURICI DOS PORTELAS",""
"2206753","NOSSA SENHORA DE NAZARE",""
"2206951","NOVO SANTO ANTONIO",""
"2207108","OLHO D'AGUA DO PIAUI",""
"2207355","PAJEU DO PIAUI",""
"2207553","PAQUETA",""
"2207850","PAVUSSU",""
"2207934","PEDRO LAURENTINO",""
"2207959","PETRONIO PORTELA",""
"2208551","PORTO ALEGRE DO PIAUI",""
"2208858","RIACHO FRIO",""
"2208874","RIBEIRA DO PIAUI",""
